aa2688	ap965	ceh276	dts88	       hbc35	jgf92	kas575	ma2266	ne229	rj277	   sl3324   vb276   yl3229
aa2767	ap966	ceh295	dtt34	       hbh46	jgf94	kat87	ma2286	ne236	rj284	   sl3326   vb282   yl3234
aa2776	ap977	cej57	dtt35	       hbh48	jgg77	kav53	ma2325	ne96	rj299	   sl3329   vb284   yl3235
aa653	ap979	cej65	dtv25	       hbk38	jgg87	kav64	ma2327	nea43	rj336	   sl3343   vb295   yl3237
aa687	apa44	cek223	du42	       hbs56	jgh228	kaw293	ma2335	nec53	rj353	   sl3355   vb344   yl3238
aa752	apa54	cek227	dup2	       hbs57	jgj56	kaw322	ma2339	ned42	rj354	   sl3384   vb347   yl3243
aa753	apb235	cel246	dv233	       hc2223	jgl92	kaz38	ma539	ned43	rj356	   sl3397   vb348   yl3258
aa774	apc73	cem336	dv239	       hc2225	jgl95	kb526	ma722	nem53	rj378	   sl764    vb352   yl3262
aa777	apc75	ceo29	dv257	       hc2235	jgm19	kb529	ma733	nep38	rj383	   sl874    vb353   yl3267
aa779	apc92	ceo49	dv275	       hc2244	jgp88	kb553	ma757	nf238	rj398	   sl889    vbg23   yl3272
aa792	apf65	ceo55	dv278	       hc483	jgs277	kb577	ma759	nf243	rja243	   sl894    vbh8    yl3286
aa794	apf73	ceo58	dvf26	       hc626	jgs279	kb593	ma788	nf263	rjb379	   sl895    vc289   yl3287
aa845	apf75	cep228	dvr24	       hc659	jgw95	kb737	ma794	nf277	rjb392	   sl927    vc299   yl3322
aa852	apg74	cep87	dw36	       hc663	jgz33	kb742	ma798	nfc25	rjc385	   sl984    vc333   yl3333
aa857	apg76	cep97	dw475	       hc664	jh2226	kb97	ma822	nfc35	rjc398	   sl986    vc342   yl3336
aa859	apg86	cer95	dw483	       hc676	jh2228	kba26	ma824	nfc36	rjc422	   sl993    vca4    yl3346
aa862	aph77	ces354	dw569	       hc677	jh2229	kbb37	ma872	nff9	rjd278	   sl994    vcf3    yl3347
aa954	aph92	cet57	dw584	       hc682	jh2234	kbb47	ma878	nfg23	rjf273	   sla88    vcf5    yl3348
aa958	apk63	cev32	dw592	       hc693	jh2372	kbh64	ma952	nfp7	rjg295	   slc292   vch6    yl3377
aa964	apk67	cew256	dw593	       hc699	jh2373	kbi4	ma969	nfq2	rjg297	   slc294   vcs25   yl3386
aa968	apk68	cew263	dw624	       hc732	jh2422	kbk46	ma995	nfu2	rjh324	   sld225   vd245   yl3398
aa974	apk74	cey23	dw635	       hc766	jh2427	kbs86	maa294	ng334	rjk243	   slh268   vd89    yl3423
aaa279	apl74	cf348	dw642	       hc792	jh2439	kbt28	maa343	ng375	rjk323	   slj82    vd95    yl3436
aaa288	apl82	cf375	dw643	       hc793	jh2449	kc2225	maa366	ng449	rjl268	   slk247   vdb23   yl3454
aaa289	apl88	cf433	dwc236	       hc794	jh2455	kc2238	maa367	ng459	rjl275	   slk262   vdf8    yl3464
aaa332	apm234	cf445	dwc244	       hc795	jh2552	kc2245	maa368	ngg27	rjm448	   sll224   vdk9    yl3467
aaa344	apn29	cf446	dwf64	       hc829	jh2585	kc2246	mab544	ngp37	rjm464	   sll225   vdl24   yl3469
aaa378	apn32	cf482	dwf67	       hc867	jh2594	kc2248	mab558	ngs44	rjp269	   sll247   vdp22   yl3475
aaa384	apo26	cf483	dwj36	       hc872	jh2647	kc626	mab564	ngw37	rjp286	   slm338   vdp8    yl3486
aaa385	app67	cf489	dwl75	       hc889	jh2649	kc645	mab579	nh224	rjp293	   slp256   ve37    yl3498
aaa386	apr67	cf497	dwm272	       hc922	jh2664	kc658	mab583	nh285	rjr297	   slr248   vee4    yl3524
aaa423	aps283	cf526	dww78	       hc943	jh2665	kc673	mab635	nh289	rjr299	   slr249   vef22   yl3539
aaa429	aps294	cf528	dx33	       hc955	jh2676	kc676	mab639	nh329	rjs486	   sls463   vek9    yl3555
aaa453	apv32	cfb96	dx58	       hc962	jh2688	kc677	mac487	nh333	rjs494	   sls537   vf72    yl3557
aab274	apv33	cff28	dy223	       hc997	jh2693	kc683	mac488	nh336	rjt98	   slt83    vf73    yl3558
aab297	apy23	cfg46	dy229	       hc999	jh2695	kc684	mac494	nh348	rjv78	   slt84    vg222   yl3564
aac225	aq38	cfr59	dy245	       hcc54	jh2735	kc685	mac497	nh386	rjv85	   slw259   vg224   yl3565
aac64	aqg3	cfr62	dy247	       hcd36	jh2739	kc689	mac545	nhb52	rjw252	   slw262   vg225   yl3572
aac77	aqg4	cfs232	dy297	       hcd38	jh2776	kc695	mac575	nhc35	rjz46	   slw278   vg235   yl3577
aad222	aqs2	cfs236	dy327	       hcg34	jh2777	kc696	mad298	nhe22	rjz47	   slw282   vg245   yl3583
aad223	ar2226	cft35	dy328	       hck48	jh2784	kc725	mad324	nhj7	rk453	   slw284   vg253   yl3585
aad235	ar228	cg527	dy334	       hcm58	jh2795	kc728	mad333	nhk37	rk493	   sm2252   vg255   yl3646
aad242	ar2286	cg528	dy345	       hcm64	jh2825	kc734	mad362	nhk43	rk494	   sm2253   vg262   yl3647
aae57	ar2342	cg532	dy92	       hcn9	jh2829	kc748	mad377	nhm38	rk524	   sm2259   vg274   yl3658
aaf65	ar2345	cg544	dy93	       hcs59	jh956	kc764	mae226	nhm39	rk535	   sm2264   vg285   yl3662
aaf92	ar2346	cg545	dy99	       hcx2	jh976	kc824	mae87	nhn7	rk537	   sm2267   vg289   yl3665
aag236	ar2354	cg549	dyc33	       hd278	jh985	kc827	mae97	nhs59	rk538	   sm2286   vg292   yl3666
aag237	ar2387	cg552	dyd5	       hd292	jh993	kc842	mae98	nhw34	rk564	   sm2287   vg296   yl3687
aag238	ar2427	cg559	dyk34	       hda8	jha62	kc843	maf372	nig9	rk593	   sm2289   vg83    yl3688
aah246	ar2435	cg563	dyl43	       hdk35	jha66	kc846	maf386	nil6	rk625	   sm2352   vgd5    yl3692
aaj34	ar2436	cg567	dyw22	       hdl39	jhb339	kc874	maf392	nis26	rk632	   sm2387   vgs23   yl3698
aaj46	ar2443	cg592	dyx2	       hdp22	jhb342	kc875	mag386	nis29	rk637	   sm2388   vgs9    yl3722
aaj52	ar2456	cg633	dyz3	       hdw27	jhb344	kc994	mag433	nj222	rk639	   sm2435   vh222   yl3726
aaj54	ar2465	cg634	dyz4	       heb72	jhb353	kcb82	mah426	nj234	rk657	   sm2436   vh94    yl3732
aak228	ar2489	cg646	dz223	       heb77	jhc286	kcg52	mah478	nj257	rk677	   sm2437   vi39    yl3737
aak242	ar697	cg665	dz259	       hef43	jhc289	kch223	mah499	nj296	rk695	   sm2442   vib9    yl3743
aak73	ar732	cg673	dz267	       heg59	jhd86	kcj42	mah528	nja45	rk696	   sm2443   vip6    yl3747
aak85	ar738	cg697	dz268	       heh59	jhg287	kcl87	mai54	njb225	rk747	   sm2446   vj53    yl572
aak97	ar742	cga43	dz285	       hej27	jhh274	kco28	maj92	njb227	rk749	   sm2478   vj68    yl595
aak99	ar743	cga47	dz298	       hel33	jhj44	kcp39	maj93	njb93	rk773	   sm2479   vja29   yl648
aal58	ar744	cgc66	dz333	       hep43	jhk285	kcp53	maj98	njc76	rk784	   sm2492   vjc38   yl653
aam252	ar745	cgc98	dz346	       hf273	jhk294	kcs76	mak349	njc84	rkb74	   sm2494   vjh8    yl668
aam279	ar765	cgg35	dz352	       hf279	jhl266	kct29	mak435	njd67	rkb76	   sm2496   vjk26   yl732
aam285	ar768	cgg45	dz356	       hf342	jhl285	kct34	mak442	njd79	rkc43	   sm2538   vjl8    yl733
aan29	ar883	cgl8	dz99	       hf347	jhl296	kcw53	mak446	njh79	rkd34	   sm2587   vjr28   yl754
aao58	ar892	cgr52	dza4	       hf348	jhm353	kd333	mak469	njh84	rke27	   sm2588   vk262   yl756
aao63	ar894	cgs95	dzd5	       hf352	jhm359	kd349	mal426	njh85	rkf33	   sm2592   vk265   yl759
aao64	ar927	cgt34	dzx4	       hfc25	jhr248	kd352	mam684	njh89	rkg62	   sm2595   vk267   yl789
aao67	ar929	ch2233	dzx5	       hfm32	jhr254	kd356	mam692	njk72	rkk58	   sm2598   vk326   yl797
aao73	ar933	ch2237	dzy3	       hg325	jhr258	kd367	mam758	njk82	rkk66	   sm2627   vk333   yl799
aao75	ar938	ch629	dzy4	       hg332	jhs376	kd374	mam759	njl55	rkm85	   sm2635   vk352   yl825
aap234	ar943	ch639	ea336	       hg354	jhs387	kd383	man226	njl67	rkr45	   sm2659   vk357   yl829
aap242	ar944	ch653	eaa66	       hg359	jht224	kd445	man227	njm222	rkt25	   sm2684   vk379   yl877
aap254	ar945	ch682	eaa72	       hg386	jhu7	kd446	man228	njn42	rkt34	   sm2686   vk386   yl878
aaq7	ar946	ch685	eaa85	       hg446	jhv42	kd448	man229	njn43	rl447	   sm2699   vkb29   yl887
aar226	ar948	ch687	eab323	       hg448	jhw263	kd459	mao236	njp58	rl495	   sm2723   vkk9    yl888
aar238	ar952	ch742	eab363	       hg452	jhw264	kd463	mao237	njp63	rl496	   sm2725   vkn2    yl889
aar259	ar953	ch745	eac263	       hg457	jhw272	kd469	mao94	njp66	rl498	   sm2728   vkr7    yl892
aas327	ar955	ch746	eac267	       hg466	jhy33	kd473	map398	njp75	rl523	   sm2764   vkw7    yl896
aas329	ar979	ch749	eac322	       hg467	ji79	kd475	map438	njr48	rl538	   sm2775   vl236   yl897
aas332	ar986	ch755	eae59	       hg475	ji92	kd483	map439	njr78	rl542	   sm2784   vl239   yl925
aas348	ara242	ch756	eae65	       hgh36	ji97	kd487	map452	njr86	rl556	   sm2825   vl242   yl928
aas363	ara89	ch757	eag237	       hgo5	jil46	kd492	map454	njs232	rl569	   sm2833   vl273   yl929
aas374	ara92	ch828	eah255	       hgr26	jim59	kd496	mar436	njs99	rl577	   sm2837   vl292   yl936
aas385	arb345	ch832	eah265	       hgs52	jis62	kd497	mar448	njv24	rl582	   sm2859   vlb49   yl942
aas386	arb354	ch849	eaj73	       hh494	jit23	kdb72	mar472	njv27	rl583	   sm967    vlh33   yl983
aas427	arb393	ch862	eak248	       hh496	jj347	kdb82	mar477	njw65	rl585	   sm979    vln22   yl986
aat53	arb399	ch927	eal265	       hh498	jj384	kdc58	mar493	njw66	rl592	   sma244   vlr34   yl989
aav43	arc232	ch928	eal87	       hh524	jj393	kdc63	mas763	njw68	rl597	   sma246   vls63   yl992
aaw62	arc275	ch933	eam348	       hh543	jj425	kdf4	mas764	njz9	rl626	   sma293   vlt26   yl993
aaw83	arc296	ch956	eam427	       hh547	jj427	kdh62	mas766	nk434	rl659	   smb459   vlt28   yl995
aaz28	ard226	ch976	ear254	       hh559	jj438	kdj29	mas769	nk438	rl663	   smc453   vlv7    yl996
ab2226	ard238	ch999	ear288	       hh573	jj443	kdo33	mas823	nk439	rl694	   smd326   vlz2    yl999
ab2229	ard96	chb222	ear289	       hh646	jj448	kds83	mas839	nk442	rl699	   smd334   vm265   yld3
ab2233	are47	chc96	ear295	       hh682	jj497	kds86	mas877	nk453	rl754	   smd346   vm324   ylh8
ab2248	are52	chd53	eas387	       hh683	jj498	ke233	mas899	nk456	rl792	   smd356   vm326   yll22
ab2252	arf82	chf56	eas388	       hh695	jj523	ke242	mat292	nk457	rl799	   smd358   vm353   yls4
ab2273	arg257	chk57	eas458	       hh696	jj526	keb273	mat346	nk467	rl828	   sme77    vm354   ylw4
ab2382	arg258	chl68	eat84	       hh699	jj534	keb282	mav85	nk475	rl833	   smf264   vmb32   ym277
ab2383	arg259	chl72	eaw242	       hh722	jj575	keb297	maw346	nk495	rl839	   smf266   vmf24   ym284
ab2387	arg279	chp36	eaw243	       hh725	jj578	keb324	maw349	nk523	rl842	   smf267   vmi6    ym287
ab2392	arh252	cht43	eay9	       hh732	jj582	kec89	maw367	nk528	rl867	   smg336   vmk27   ym334
ab2393	ari22	chw59	eb629	       hh735	jj585	ked75	maw369	nk548	rl869	   smg343   vml36   ym346
ab2396	ark242	chx4	eb693	       hh752	jj634	ked94	max3	nk549	rlb388	   smg374   vml37   ym363
ab2424	ark243	ci56	eb697	       hh756	jj639	ked95	max6	nk559	rlc354	   smh367   vml39   ym375
ab2425	ark258	ci57	eb736	       hh762	jj685	kef66	may43	nk577	rlc355	   smh369   vmm49   ym379
ab2429	ark259	ci58	eba33	       hh766	jj687	kef73	may52	nk586	rlc357	   smh375   vmm62   ym424
ab2437	ark263	cib35	ebb75	       hhf28	jj688	keg93	maz62	nk622	rlc7	   smh434   vms44   ym428
ab2446	arl238	cid6	ebc48	       hhg9	jj693	keh67	maz72	nk633	rle85	   smk362   vms59   ym429
ab2453	arl239	cih5	ebc65	       hhp26	jj733	kej35	mb118	nk638	rlh358	   smk373   vmt26   ym462
ab2458	arl245	cih8	ebe32	       hhq3	jj747	kek265	mb2342	nk639	rll246	   sml343   vmv28   ym473
ab2465	arm293	cik22	ebf45	       hht25	jj756	kel223	mb2359	nk654	rll249	   sml347   vmw29   ym474
ab2466	arm299	cim46	ebg48	       hht26	jj758	kel98	mb2363	nka32	rll94	   smm436   vmw9    ym476
ab2483	arm333	cim59	ebj29	       hid5	jjc368	kem274	mb2369	nkc24	rlp246	   smm437   vn225   ym486
ab2565	arm365	cj256	ebl48	       hir9	jjc374	kem275	mb2374	nkc25	rls456	   smm477   vn46    ym489
ab2567	arp246	cj289	ebm45	       hj252	jjc376	kem277	mb2389	nkd26	rls457	   smn92    vn68    ym499
ab2585	arp286	cj337	ebp46	       hj283	jjc384	kem286	mb2393	nkg29	rls499	   smo66    vn72    ym533
ab2586	arp289	cj369	ebp48	       hj284	jjc387	keo35	mb2397	nkg37	rly22	   smp343   vn83    yn229
ab2635	arr227	cj382	ebr66	       hj297	jjc397	kes247	mb2479	nkm39	rm2238	   smp353   vn84    yn232
ab2674	arr229	cj383	ebs227	       hj298	jjc428	kes334	mb2482	nkp28	rm2264	   smr276   vn87    yn244
ab2678	arr252	cj384	ebs95	       hj323	jjc438	kes337	mb2522	nkr32	rm697	   smr353   vnp7    yn292
ab2679	ars355	cj396	ebs98	       hj347	jjd273	kes353	mb2532	nkr33	rm722	   smr355   vnr7    yo242
ab2725	ars369	cj455	ebw65	       hj356	jjd294	kev29	mb2533	nkr35	rm725	   sms575   vnw3    yo243
ab2739	ars387	cjb325	ec583	       hj359	jje62	kew237	mb2546	nks44	rm756	   sms629   vo47    yo76
ab2775	ars422	cjb374	ec584	       hj364	jjg243	kew96	mb2554	nl352	rm773	   sms667   vo53    yo83
ab2837	ars429	cjc344	ec592	       hj367	jjg282	kf263	mb2563	nl356	rm775	   sms668   vp237   yo93
ab2838	ars435	cjc352	ec597	       hj369	jjg283	kf279	mb2569	nl385	rm832	   sms679   vp255   yo96
ab2844	ars437	cjc353	ec629	       hj393	jjg322	kf283	mb2644	nl392	rm852	   sms723   vp269   yoc2
ab2849	aru7	cjc354	ec638	       hj398	jjh275	kf288	mb2649	nl455	rm857	   smt244   vp272   yp247
ab2884	arv48	cjc377	ec654	       hj399	jjh358	kf293	mb2686	nl465	rm868	   smw356   vp273   yp258
ab2887	arw224	cjc378	ec664	       hj424	jjj85	kf297	mb2687	nl478	rm939	   smw362   vp325   yp284
ab2889	as2537	cjc379	ec683	       hj435	jjk293	kfb36	mb2753	nl495	rm977	   smy48    vp93    yp328
ab2947	as2543	cjc383	ec687	       hj438	jjk296	kfg29	mb2755	nlb74	rm985	   smy54    vpf6    yp329
ab2956	as2568	cjd237	ec688	       hj439	jjk297	kfh34	mb2768	nlc62	rmc329	   smy55    vpl23   yp332
ab2957	as2583	cjg245	ec695	       hj453	jjk353	kfj24	mba68	nld42	rmd247	   sn429    vqn2    yp348
ab2959	as2585	cjg266	ec722	       hjb94	jjk358	kfl35	mba93	nle9	rmf253	   sn438    vr249   yp353
ab2964	as2593	cjg269	ec723	       hjb96	jjl289	kfo23	mbb249	nlp52	rmg296	   sn456    vr254   yp354
ab829	as2626	cjh337	ec727	       hjf48	jjl292	kg345	mbb264	nls92	rmh285	   sn498    vr258   yp355
aba96	as2637	cjh6	ec769	       hjg43	jjl293	kg346	mbd83	nlw55	rmh286	   sn523    vr274   yp358
abb237	as2639	cji26	ec772	       hjh63	jjl295	kg349	mbd94	nlz8	rmh287	   sn524    vr278   yp363
abc256	as2642	cjj36	ec792	       hjk63	jjl296	kg357	mbd96	nm449	rmh325	   sn559    vr282   yp387
abd95	as2644	cjj43	ec798	       hjm67	jjl335	kg365	mbg237	nm458	rmh327	   sn574    vr339   yp388
abd96	as2646	cjk238	ec833	       hjm83	jjm455	kg368	mbj49	nm465	rmk295	   sn583    vr346   yp394
abe27	as2647	cjk244	ec839	       hjn28	jjm469	kg378	mbm282	nm466	rmk325	   sn634    vrc26   yp425
abg227	as2683	cjk246	ec875	       hju3	jjm493	kg379	mbn45	nm468	rmk328	   sn639    vrg36   yp432
abh228	as2684	cjk264	ec897	       hjz25	jjm498	kg382	mbr82	nm489	rml258	   sn655    vrp32   yp433
abh88	as2738	cjl236	ecb224	       hk566	jjn48	kg384	mbr87	nm542	rmm282	   sn685    vrs29   yp439
abi6	as2756	cjl259	ecb232	       hk583	jjn62	kg385	mbs288	nm549	rmm333	   snb55    vs224   yp445
abk98	as2757	cjl275	ecc225	       hk592	jjo78	kg386	mbt43	nm554	rmp234	   snb62    vs336   yp449
abl96	as2758	cjl276	ecc237	       hk599	jjp282	kg398	mbt52	nm557	rmp79	   snc62    vs346   yp93
abm236	as2759	cjl287	ech225	       hk629	jjs464	kg424	mbv27	nm558	rmr287	   snl43    vs356   ypy4
abm247	as2764	cjl297	ech232	       hk659	jjs465	kg428	mc2234	nm559	rms425	   snl48    vs383   yq226
abn52	as2765	cjl298	eck82	       hk664	jjs472	kg435	mc2242	nm563	rms427	   sno5     vs385   yq257
abn53	as2777	cjl323	eck83	       hk682	jjs548	kg442	mc2248	nm659	rmt223	   snp39    vs399   yq273
abo29	as2778	cjl334	eck92	       hk692	jjt86	kg444	mc2254	nm663	rmt229	   snp43    vs422   yq276
abp73	as2779	cjm365	ecl93	       hk724	jju22	kg495	mc2255	nm664	rmz38	   sns82    vs426   yq54
abp75	as2782	cjm366	ecm237	       hk732	jjv59	kg534	mc2259	nm668	rn258	   sns95    vs442   yq55
abp76	as2835	cjm369	eco25	       hk733	jjv66	kg535	mc2278	nma46	rn283	   snt38    vs443   yq56
abq2	as2839	cjm424	eco9	       hk769	jjw249	kg543	mc2284	nmb96	rn287	   snw39    vs449   yq58
abr232	as2844	cjn47	ecp83	       hk778	jjw255	kg556	mc2373	nmb99	rn333	   snw48    vs472   yq76
abs325	as2853	cjn53	ecs287	       hk838	jjw274	kgb44	mc2376	nmc74	rn334	   so332    vs476   yr238
abs342	as2855	cjo52	ect65	       hk844	jjw282	kgc42	mc2438	nmc89	rn359	   so336    vs478   yr244
abs343	as2933	cjp245	ecw225	       hk935	jjw284	kgj7	mc2488	nmd65	rna45	   so337    vs524   yr257
abs359	as2937	cjr265	ecw85	       hka28	jjx5	kgl39	mc2497	nmf39	rnp3	   so339    vsk32   yr258
abs362	as2947	cjr269	ecw95	       hkh34	jjx6	kgl46	mc2533	nmg64	rnp39	   so373    vsm29   yr264
abt49	as2953	cjt76	ed382	       hks57	jjy33	kgp33	mc2557	nmh72	rnr44	   so395    vsp25   yr269
abt53	as2964	cjt77	ed433	       hks59	jjy37	kh537	mc2564	nmj37	rns77	   so396    vsp26   yr49
abw96	as2968	cjv48	ed547	       hkt26	jjz62	kh543	mc2568	nmk37	rnu3	   sog5     vsr24   yr97
ac2237	as2978	cjw269	edb82	       hkw27	jjz64	kh548	mc2579	nmk45	rny4	   sp2225   vt227   yrl4
ac2262	as2993	cjw295	edf55	       hl2224	jjz67	kh594	mc2588	nmk54	ro234	   sp2227   vt228   yrs9
ac2268	as2994	cjw297	edg46	       hl2237	jk2232	kh638	mc2589	nml64	roh27	   sp2262   vt252   ys2222
ac2288	as2996	cjy32	edj38	       hl2238	jk2288	kh664	mc2592	nmm85	rp474	   sp2296   vt259   ys2223
ac2295	as2998	cjz36	edm223	       hl2239	jk2298	kh736	mc2594	nmp53	rp477	   sp2377   vt95    ys2233
ac2296	as3232	ck383	edm226	       hl2247	jk2299	kh775	mc2658	nmp54	rp484	   sp2473   vun2    ys2234
ac2297	as3246	ck53	edn28	       hl2324	jk2323	kh779	mc2663	nmp79	rp487	   sp2479   vv228   ys2252
ac2323	as3252	ck546	eds228	       hl2334	jk2324	kh785	mc2765	nmr73	rp533	   sp2525   vv229   ys2253
ac2324	as3254	ck548	edt44	       hl2338	jk2332	kha26	mc2766	nms237	rp534	   sp2534   vv246   ys2256
ac2327	as3256	ck552	edv23	       hl2357	jk2333	kha32	mc2768	nms86	rp637	   sp2546   vv253   ys2257
ac2332	as3259	ck579	edw52	       hl2359	jk2334	khc63	mc2847	nms92	rp657	   sp762    vv259   ys2262
ac2337	as3264	ck586	ee249	       hl2362	jk2337	khh54	mc2852	nms93	rpf53	   sp766    vv79    ys2265
ac2343	as3266	ck696	ee288	       hl2363	jk2338	khj23	mc762	nmv33	rpg75	   sp796    vv92    ys2269
ac2377	as3268	ck753	eeb73	       hl2365	jk2344	khk58	mca63	nn234	rpg78	   sp798    vvi2    ys2274
ac2397	as3284	ck758	eec67	       hl2368	jk2345	khl62	mcb273	nn255	rpk84	   sp822    vvm26   ys2279
ac2444	as3294	ck765	eef49	       hl2386	jk2348	khm45	mcb343	nn257	rpl67	   sp827    vvr8    ys2293
ac2448	as3348	ck766	eeh83	       hl2389	jk2352	khp42	mcb373	nn284	rpm239	   sp828    vw77    ys393
ac2456	as3354	ckb65	eeh86	       hl2393	jk2353	khs72	mcb376	nn286	rpp62	   sp843    vw92    ys395
ac2458	as3392	ckb73	eek49	       hl2394	jk2362	khw44	mcc268	nn343	rps244	   sp872    vwd4    ys398
ac2463	as3438	ckb74	eel56	       hl2395	jk2364	khz7	mcc284	nnb28	rps245	   sp873    vwx2    ys432
ac2486	as3474	ckc65	eel57	       hl2399	jk2368	khz8	mcc325	nnb29	rps256	   sp875    vwy5    ys434
ac2488	as3484	ckc84	eep58	       hl2423	jk2369	ki78	mcc326	nnd25	rpt52	   sp966    vx22    ys448
ac2492	as3498	ckd44	eep66	       hl2445	jk2375	ki95	mcd222	nnk26	rpt54	   sp992    vx25    ys458
ac2493	as3528	cke23	eew63	       hl2446	jk2428	kia24	mcd243	nnr9	rpv24	   sp994    vxg3    ys462
ac2496	as3568	ckg42	eew64	       hl2453	jk2463	kim32	mce54	nnt22	rq28	   spa42    vxl2    ys463
ac2523	as3573	ckg43	eey8	       hl2462	jk2464	kiw9	mcf85	no227	rq39	   spb228   vy45    ys499
ac2532	as3597	ckk39	ef376	       hl2465	jk2467	kj226	mch262	no83	rq49	   spd75    vyd2    ys525
ac2534	as3663	ckl58	ef423	       hl2472	jk2498	kj228	mcj46	nog6	rqc3	   sph64    vyd4    ys552
ac2538	as3725	ckm65	ef424	       hl669	jk2546	kj234	mcj57	noj5	rql3	   sph75    vyh4    ys555
ac2552	as3742	ckp47	ef425	       hl685	jk2555	kj253	mck235	noo5	rqs3	   sps239   vyh5    ys556
ac2564	as3745	ckw39	ef442	       hl693	jk2562	kj255	mck65	noo8	rqt3	   sps253   vyt3    ys565
ac2572	as3747	cky24	efb76	       hl698	jk2569	kj258	mck86	np288	rr554	   spv25    vz36    ys566
ac2574	as3764	cky25	efd45	       hl723	jk2575	kj264	mcl233	np294	rr555	   spw72    vz43    ys588
ac2578	as3774	cky26	efd47	       hl738	jk2578	kj269	mcl243	np299	rr568	   sq225    vz48    ys592
ac2582	as3778	cky8	efd53	       hl739	jk2579	kj274	mcl244	np356	rr637	   sq58     vz49    ys638
ac2596	as3782	cl2227	efg36	       hl742	jk2582	kj286	mcm347	np364	rr638	   sq62     vz54    ys643
ac2597	as3833	cl2228	efm67	       hl743	jk2598	kj295	mcm377	np372	rr649	   sq85     vzy3    ys656
ac2599	as3844	cl2264	efm74	       hl745	jk2628	kj327	mco47	np452	rr664	   sq86     wa77    ys724
ac2623	as3854	cl2328	efw49	       hl746	jk2663	kj333	mcp253	np459	rr672	   sq87     wa95    ys726
ac2665	as3923	cl2329	eg455	       hl754	jk2698	kja57	mcr237	npk29	rr686	   sr2227   wag63   ys728
